charges_citation,race,age_at_booking,gender,booking_date,jail_id,bail_status,housing_location,charges,bail_amount,discharge_date_earliest
720 ILCS 5/18-5,BK,18,M,2011-10-24T00:00:00,2011-1024142,NO BOND,09-1H-1-106,ROBBERY,None,None
720 ILCS 570 401(d)(i) [509720,BK,18,M,2011-10-24T00:00:00,2011-1024139,NO BOND,05-B-2-15-2,VIOLATION OF 1401(C) ON OR NEAR A SCHOOL/PARK,25000,2013-01-14T06:40:56.538485
625 ILCS 5/11-401(a),LT,26,F,2011-10-24T00:00:00,2011-1024052,NO BOND,04-Q-2-15-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/12-11(a)(1),LW,28,M,2011-10-24T00:00:00,2011-1024048,NO BOND,09-2B-2-230,HOME INVASION:ARMED/FORCE/THREAT,None,None
720 ILCS 5/24-1.1(a),BK,36,M,2011-10-23T00:00:00,2011-1023140,None,01-H-4-14-1,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,75000,None
720 ILCS 5/18-2(a),BK,19,M,2011-10-23T00:00:00,2011-1023114,NO BOND,09-2F-2-202,ARMED ROBBERY,None,None
720 ILCS 570 401(c)(1) [13009],BK,19,M,2011-10-23T00:00:00,2011-1023082,NO BOND,C FEMALE,MANUFACTURE OR DELIVERY OF CONTROLLED SUBSTANCES,25000,2013-01-04T07:02:28.494194
720 ILCS 5/12-4(a),BK,48,F,2011-10-23T00:00:00,2011-1023072,None,04-M-2-19-1,AGGRAVATED BATTERY:GREAT BODILY HARM,500000,2012-12-30T16:45:02.641566
56.5-1401(a)(7)(A),BK,49,M,2011-10-22T00:00:00,2011-1022170,NO BOND,C SHIPMENT,15,100000,2013-01-16T07:18:26.245875
720 ILCS 5/18-4(a)(3),BK,36,M,2011-10-22T00:00:00,2011-1022161,None,09-2H-2-226,AGG VEH HIJACKING/WEAPON,100000,None
720 ILCS 5/9-1(a)(1),BK,24,M,2011-10-22T00:00:00,2011-1022146,NO BOND,09-2B-2-230,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/12-3.3(a),LT,18,M,2011-10-22T00:00:00,2011-1022133,None,15-DE,AGGRAVATED DOMESTIC BATTERY,250000,None
625 ILCS 5 11-501(a)(2) [14722,BK,29,M,2011-10-22T00:00:00,2011-1022130,NO BOND,T CAMP PR,,None,None
720 ILCS 5/18-1(a),LW,23,M,2011-10-22T00:00:00,2011-1022128,None,09-2F-2-223,ROBBERY  : ROBBERY/SCHOOL/PLACE WORRSHIP,100000,None
720 ILCS 570/401,BK,21,M,2011-10-21T00:00:00,2011-1021022,NO BOND,T CAMP PR,,None,None
625 ILCS 5/11-501(a)(1),LW,46,M,2011-10-21T00:00:00,2011-1021019,Bond in Process,15-EM,DUI/INTOXICATING COMPOUND,None,2013-01-14T07:29:31.611608
720 ILCS 5/18-2(a),BK,18,M,2011-10-20T00:00:00,2011-1020176,NO BOND,10-C-1-4-2,ARMED ROBBERY,None,None
720 ILCS 5/9-1(a)(1),BK,17,M,2011-10-20T00:00:00,2011-1020144,NO BOND,09-2D-2-238,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/18-2(a)(2),BK,17,M,2011-10-20T00:00:00,2011-1020141,None,06-P-2-10-2,ARMED ROBBERY ARMED WITH FIREARM,100000,None
720 ILCS 5/9-1(a)(1),BK,33,M,2011-10-20T00:00:00,2011-1020138,NO BOND,09-1D-1-138,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/12-4.2(a)(1),BK,18,M,2011-10-20T00:00:00,2011-1020127,None,11-CC-1-101,AGG BATTERY W/FIREARM/PERSON,750000,None
720 ILCS 5/18-2(a)(2,BK,16,M,2011-10-20T00:00:00,2011-1020117,NO BOND,09-3A-3-333,ARMED ROBBERY ARMED WITH FIREARM,None,None
720 ILCS 5 19-1(a) [1110000],WH,50,M,2012-12-15T03:10:58.024193,2011-1020099,NO BOND,03-AX-E4-1-,BURGLARY SCHOOL OR PLACE OF WORSHIP,30000,2012-12-14T02:15:18.353409
720 ILCS 5 19-1(a) [1110000],WH,48,M,2012-12-15T03:10:56.790931,2011-1020090,NO BOND,03-AX-C2-1-,BURGLARY SCHOOL OR PLACE OF WORSHIP,30000,2012-12-14T02:15:07.060010
720 ILCS 5 17-3(a)(1) [1080000,WH,40,M,2011-10-20T00:00:00,2011-1020080,NO BOND,C FEMALE,FORGERY,None,2013-01-04T07:20:02.792131
720 ILCS 5/18-2(a)(2),BK,20,M,2011-10-20T00:00:00,2011-1020064,NO BOND,09-2D-2-238,ARMED ROBBERY ARMED WITH FIREARM,None,None
720 ILCS 5/18-1(a),BK,16,M,2011-10-20T00:00:00,2011-1020055,NO BOND,06-N-1-8-2,ROBBERY  : ROBBERY/SCHOOL/PLACE WORRSHIP,150000,None
720 ILCS 5/9-1(a)(1),WH,27,F,2011-10-20T00:00:00,2011-1020037,NO BOND,04-Q-2-7-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/18-2(a),BK,38,M,2011-10-20T00:00:00,2011-1020032,None,10-C-3-5-1,ARMED ROBBERY,400000,2012-12-27T20:11:55.838384
720 ILCS 5/12-13(a)(1),BK,40,M,2011-10-20T00:00:00,2011-1020029,None,08-3W-DR,CRIMINAL SEXUAL ASSAULT:FORCE,1000000,None
720 ILCS 150/4,WH,35,M,2011-10-19T00:00:00,2011-1019124,NO BOND,10-B-1-5-1,FORGERY:MAKE/ALTER DOCUMENT,None,None
720 ILCS 5/12-16(a)(6),BK,24,M,2011-10-19T00:00:00,2011-1019109,None,15-DE,AGG CRIM SEX AB/DURING FELONY,250000,None
720 ILCS 5/21-1(1)(a),BK,35,M,2011-10-19T00:00:00,2011-1019082,NO BOND,01-F-1-4-2,BURGLARY SCHOOL OR PLACE OF WORSHIP,None,None
720 ILCS 5/18-2(a)(2),BK,17,M,2011-10-19T00:00:00,2011-1019078,None,15-HP,ARMED ROBBERY ARMED WITH FIREARM,150000,None
720 ILCS 5/19-1,WH,56,M,2011-10-19T00:00:00,2011-1019056,None,11-BB-1-109,RESIDENTIAL BURGLARY,50000,None
625 ILCS 5 6-303(a) [14056],WH,47,M,2011-10-19T00:00:00,2011-1019013,Bond in Process,10-A-1-15-2,DRVING ON REVOK OR SUSP DUI/SSS ALL,None,2013-01-07T06:42:38.825289
720 ILCS 570/402(c),BK,18,M,2011-10-18T00:00:00,2011-1018115,NO BOND,T CAMP PR,,None,None
720 ILCS 5/12-4.2,LT,16,M,2011-10-18T00:00:00,2011-1018093,None,15-KK,AGGRAVATED BATTERY W/FIREARM,2000000,2013-01-09T06:49:18.136418
720 ILCS 5/19-1(a),BK,49,M,2011-10-18T00:00:00,2011-1018074,NO BOND,01-G-1-10-2,BURGLARY SCHOOL OR PLACE OF WORSHIP,200000,2012-12-29T00:30:41.906861
720 ILCS 5 21-3(a) [10875],BK,25,M,2011-10-18T00:00:00,2011-1018071,NO BOND,T CAMP PR,,None,None
720 ILCS 5/19-1,BK,57,M,2011-10-17T00:00:00,2011-1017116,Bond in Process,15-EM,BURGLARY,None,None
625 ILCS 5/11-501(a),LT,43,M,2011-10-17T00:00:00,2011-1017083,NO BOND,03-A-2-15-1,DUI/INTOXICATING COMPOUND,None,2013-01-13T07:18:29.304556
720 ILCS 5/24-1(a)(9),BK,47,M,2011-10-17T00:00:00,2011-1017062,NO BOND,01-C-4-1-2,ARMED HABITUAL CRIMINAL,None,None
720 ILCS 570/402(c),LW,24,M,2011-10-17T00:00:00,2011-1017053,None,14-B4-2-35-,POSS AMT CON SUB EXCEPT(A)/(D),60000,None
720 ILCS 5/9-1(a)(1),BK,22,M,2011-10-17T00:00:00,2011-1017047,NO BOND,09-1B-1-130,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,2012-12-15T19:54:08.807680
720 ILCS 5/18-2(a)(2,BK,26,M,2011-10-17T00:00:00,2011-1017045,NO BOND,09-3E-3-300,ARMED ROBBERY ARMED WITH FIREARM,None,2013-01-20T06:41:50.476903
720 ILCS 5/24-1.1(a),LT,19,M,2011-10-16T00:00:00,2011-1016155,NO BOND,T CAMP PR,,None,2013-01-18T07:27:07.388661
720 ILCS 5/32-10,BK,35,M,2011-10-16T00:00:00,2011-1016141,NO BOND,06-A-1-5-1,VIOLATION OF BAIL BOND,None,None
720 ILCS 5/24-1.1(a),BK,25,M,2012-12-20T03:23:05.379252,2011-1016109,NO BOND,15-DR,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,None,2012-12-18T01:42:00.985749
720 ILCS 570/402(c),BK,57,M,2011-10-16T00:00:00,2011-1016038,NO BOND,15-US,POSS AMT CON SUB EXCEPT(A)/(D),None,2012-12-22T11:00:28.118214
720 ILCS 5/9-1(a)(1),BK,21,M,2011-10-16T00:00:00,2011-1016006,None,10-D-3-12-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,250000,None
38-9,LW,27,M,2011-10-15T00:00:00,2011-1015067,NO BOND,09-1C-1-136,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/31A-1.1,BK,20,M,2011-10-15T00:00:00,2011-1015026,NO BOND,15-MO,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 570/407(b)(2),BK,51,M,2011-10-15T00:00:00,2011-1015006,None,14-B3-2-36-,VIOLATION OF 1401(D) ON OR NEAR A SCHOOL/PARK,55000,2012-12-17T00:10:27.735795
720 ILCS 5/12-14.1(a,BK,59,M,2011-10-14T00:00:00,2011-1014254,None,01-H-1-7-1,PREDATORY CRIM SEX ASLT/HARM,400000,None
720 ILCS 5/12-11(a)(,BK,34,M,2011-10-14T00:00:00,2011-1014216,None,10-B-2-3-2,HOME INVASION ARMED WITH FIREARM,1000000,None
720 ILCS 5/11-20.1(a)(3),WH,49,M,2011-10-14T00:00:00,2011-1014211,NO BOND,11-BF-3-301,IND SOL ADULT/13,None,None
720 ILCS 570/401(c)(2),LT,20,M,2011-10-14T00:00:00,2011-1014153,NO BOND,T CAMP PR,,None,2012-12-21T00:33:03.740273
720 ILCS 5/18-2(a)(2),BK,18,M,2011-10-14T00:00:00,2011-1014101,NO BOND,09-1H-1-106,ARMED ROBBERY ARMED WITH FIREARM,None,None
720 ILCS 570/402(a)(1),BK,47,M,2011-10-14T00:00:00,2011-1014094,None,01-F-2-18-1,ILLEGAL POSSESSION OF 30 OR MORE GRAMS HEROIN,100000,None
720 ILCS 5/19-1(a),BK,18,M,2011-10-14T00:00:00,2011-1014088,None,T CAMP PR,,75000,None
720 ILCS 5/18-2(a)(2,BK,24,M,2011-10-14T00:00:00,2011-1014077,None,09-3D-3-318,ARMED ROBBERY ARMED WITH FIREARM,300000,None
720 ILCS 5/9-1(a)(1),BK,22,M,2011-10-14T00:00:00,2011-1014071,None,01-G-2-10-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,1000000,None
720 ILCS 5/9-1(a)(1),AS,23,M,2011-10-14T00:00:00,2011-1014069,None,01-F-4-19-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,2000000,2013-01-04T07:30:39.583945
720 ILCS 5/9-1(a)(1),BK,17,M,2011-10-14T00:00:00,2011-1014052,None,09-3H-3-306,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,2000000,None
720 ILCS 5/9-1(a)(1),BK,22,M,2011-10-14T00:00:00,2011-1014051,None,09-3H-3-306,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,2500000,2012-12-15T19:24:28.248172
720 ILCS 5/9-1(a)(1),LT,22,M,2011-10-14T00:00:00,2011-1014041,NO BOND,09-1B-1-130,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,100000,None
720 ILCS 5/18-2(a)(2),BK,22,M,2011-10-13T00:00:00,2011-1013241,NO BOND,09-1D-1-118,ARMED ROBBERY ARMED WITH FIREARM,None,None
720 ILCS 550/4(d),LB,44,M,2011-10-13T00:00:00,2011-1013121,None,15-OT,,50000,None
720 ILCS 5/21-3(a)(2,BK,17,M,2011-10-13T00:00:00,2011-1013094,NO BOND,01-D-2-9-2,ARMED ROBBERY ARMED WITH FIREARM,250000,None
720 ILCS 5/12-4(b)(1),BK,17,M,2011-10-13T00:00:00,2011-1013080,None,15-LV,AGGRAVATED BATTERY:USE WEAPON,1000000,2013-01-06T07:11:26.007175
720 ILCS 5/18-1(a),BK,16,M,2011-10-13T00:00:00,2011-1013073,NO BOND,T CAMP PR,,None,None
720 ILCS 570/405,BK,23,F,2011-10-13T00:00:00,2011-1013045,None,17-MOMS,CALCULATED CRIMINAL DRUG CONSPIRACY,50000,None
720 ILCS 250/8,WH,24,M,2011-10-12T00:00:00,2011-1012227,NO BOND,T CAMP PR,,None,2013-01-03T00:56:40.957915
625 ILCS 5/6-303(d),BK,38,M,2011-10-12T00:00:00,2011-1012219,None,02-D4-RL-1-,DRVNG WITH REVKD/SUSP LIC-AFTER RECKLESS HOMICIDE,75000,None
720 ILCS 5/17-3(a)(1),WH,46,F,2011-10-12T00:00:00,2011-1012207,None,04-J-2-12-2,FORGERY:MAKE/ALTER DOCUMENT,75000,2012-12-30T21:39:35.866580
720 ILCS 570/401(d)(i),BK,19,M,2011-10-12T00:00:00,2011-1012188,NO BOND,T CAMP PR,,None,None
720 ILCS 5/18-2(a)(2),BK,18,M,2011-10-12T00:00:00,2011-1012137,None,15-KK,ARMED ROBBERY ARMED WITH FIREARM,90000,2012-12-17T22:35:09.033869
38-31-6(c),BK,19,M,2011-10-12T00:00:00,2011-1012105,NO BOND,09-1D-1-138,ESCAPE:FROM A PEACE OFFICER,None,None
720 ILCS 570/402(c),BK,31,M,2012-12-18T02:02:35.621151,2011-1012098,NO BOND,06-J-1-15-1,MANU/DEL 01-15 GR COCAINE/ANLG,None,2012-12-17T01:13:08.733437
38-31-6,BK,18,M,2011-10-12T00:00:00,2011-1012064,NO BOND,02-D3-JJ-3-,DOMESTIC BATTERY/BODILY HARM,None,None
720 ILCS 5/9-1(a)(1),BK,18,M,2011-10-11T00:00:00,2011-1011239,NO BOND,01-H-4-9-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/9-1(a)(1),AS,18,M,2011-10-11T00:00:00,2011-1011201,NO BOND,09-3H-3-326,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/9-1(a)(1),AS,16,M,2011-10-11T00:00:00,2011-1011152,NO BOND,15-KK,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 570/402(c),BK,30,M,2011-10-11T00:00:00,2011-1011144,None,11-AD-1-109,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
720 ILCS 5/19-1(a),BK,30,M,2011-10-11T00:00:00,2011-1011117,NO BOND,T CAMP PR,,None,None
720 ILCS 5/18-2(a)(2,BK,20,M,2011-10-11T00:00:00,2011-1011099,NO BOND,06-N-1-22-1,ARMED ROBBERY ARMED WITH FIREARM,None,2013-01-04T07:30:53.738893
720 ILCS 5/24-1.5(a),BK,22,M,2011-10-11T00:00:00,2011-1011088,None,15-EM,RECK DISCH FIREARM/ENDANGERS,75000,None
720 ILCS 5/18-2(a)(2,BK,20,F,2011-10-11T00:00:00,2011-1011066,NO BOND,04-P-2-8-1,ARMED ROBBERY ARMED WITH FIREARM,None,None
720 ILCS 5/9-1(a)(1),WH,17,M,2011-10-11T00:00:00,2011-1011024,NO BOND,09-3G-3-328,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
38-12-2(a)(2),LW,29,M,2011-10-10T00:00:00,2011-1010211,NO BOND,T CAMP PR,,None,None
720 ILCS 5/9-1(a)(1),LT,37,M,2011-10-10T00:00:00,2011-1010203,None,15-DE,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,900000,2012-12-15T01:34:28.470764
720 ILCS 5/24-1.1(a),BK,28,M,2011-10-10T00:00:00,2011-1010196,NO BOND,11-DG-3-307,AGG UUW W/BODY ARMOR/PRIVATE,None,2013-01-06T07:37:16.821849
720 ILCS 5/12-2(a)(8,BK,46,M,2011-10-10T00:00:00,2011-1010161,NO BOND,,,None,None
720 ILCS 5/24-1.7(a),BK,31,M,2011-10-10T00:00:00,2011-1010137,NO BOND,15-US,ARMED HABITUAL CRIMINAL,100000,2012-12-28T23:25:32.157232
720 ILCS 5/9-1(a)(1),LW,27,M,2011-10-10T00:00:00,2011-1010117,NO BOND,09-2F-2-203,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/24-1.6(a),BK,31,M,2011-10-10T00:00:00,2011-1010105,None,11-DA-1-205,AGG UUW W/BODY ARMOR/PRIVATE,90000,None
720 ILCS 5/19-1,BK,30,M,2011-10-10T00:00:00,2011-1010099,None,15-EM,BURGLARY,50000,None
720 ILCS 5/19-1,BK,22,M,2011-10-10T00:00:00,2011-1010093,None,T CAMP PR,,30000,None
720 ILCS 5/12-4(b)(1),LT,19,M,2011-10-09T00:00:00,2011-1009113,None,10-C-4-24-2,AGGRAVATED BATTERY:USE WEAPON,500000,None
38-12-4.2,LT,20,M,2011-10-09T00:00:00,2011-1009106,None,09-1D-1-118,AGGRAVATED BATTERY W/FIREARM,500000,None
720 ILCS 5/12-14(a)(1),BK,20,M,2011-10-09T00:00:00,2011-1009104,None,15-KK,AGGRAVATED CRIMINAL SEXUAL ASSAULT:WEAPON,750000,None
720 ILCS 570/401(d),BK,21,M,2011-10-09T00:00:00,2011-1009045,NO BOND,14-B3-1-17-,MANUFACTURE/DELIVER OTHER AMOUNT NON-NARCOTIC I/II,None,2013-01-16T05:51:39.325706
730 ILCS 150/6,BK,58,M,2011-10-08T00:00:00,2011-1008186,None,10-B-4-8-2,FAIL REP CHANGE OF ADD 2ND+ NOTIFICATION 2+,30000,2013-01-04T07:30:46.749884
720 ILCS 5/24-1.1(a),BK,22,M,2012-12-21T00:36:54.010810,2011-1008135,None,T CAMP PR,,100000,2012-12-17T00:10:21.524200
720 ILCS 5/12-2(a)(6),BK,19,M,2012-12-15T03:10:55.659438,2011-1008130,NO BOND,11-DD-1-112,AGGRAVATED ASSAULT:PEACE OFFICER,None,2012-12-13T23:57:26.314357
720 ILCS 5/19-1(a),BK,39,M,2011-10-08T00:00:00,2011-1008120,None,15-EM,BURGLARY SCHOOL OR PLACE OF WORSHIP,50000,None
720 ILCS 5/21-3(a)(2),BK,19,M,2011-10-08T00:00:00,2011-1008109,NO BOND,09-2A-2-213,MURDER/INTENT TO KILL/INJURE,None,None
720 ILCS 5/12-3.2(a),BK,31,M,2011-10-08T00:00:00,2011-1008106,NO BOND,15-DR,18+ DEL SUB,None,None
720 ILCS 570/402(c),BK,42,M,2011-10-08T00:00:00,2011-1008101,None,15-EM,POSS AMT CON SUB EXCEPT(A)/(D),60000,None
720 ILCS 5 18-1(a) [1100000],BK,25,M,2012-12-15T03:10:56.404124,2011-1008010,NO BOND,09-1F-1-103,RESIST/OBSTRUCT PEACE OFFICER,None,2012-12-14T00:29:40.308494
720 ILCS 5/18-2(a)(2),BK,27,M,2012-12-22T13:24:29.131726,2011-1007232,NO BOND,01-F-4-19-2,ARMED ROBBERY ARMED WITH FIREARM,None,2012-12-21T02:04:13.746273
720 ILCS 5/24-1.1(a),BK,24,M,2011-10-07T00:00:00,2011-1007228,NO BOND,09-1A-1-112,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/18-2(a)(2,BK,21,M,2011-10-07T00:00:00,2011-1007227,NO BOND,01-C-1-12-1,ARMED ROBBERY ARMED WITH FIREARM,None,2013-01-08T07:11:57.546076
720 ILCS 5/12-4.3(a),W,19,M,2011-10-07T00:00:00,2011-1007202,None,11-DH-3-411,AGGRAVATED BATTERY OF A CHILD:FIREARM/DISC/HARM,200000,None
720 ILCS 5/12-14(b)(1),LW,33,M,2011-10-07T00:00:00,2011-1007144,NO BOND,09-2D-2-219,AGGRAVATED CRIMINAL SEXUAL ASSAULT:VICTIM UNDER 13,None,2012-12-30T21:39:48.338428
720 ILCS 5/18-1(a),WH,35,M,2011-10-07T00:00:00,2011-1007121,None,10-C-3-1-1,ROBBERY  : ROBBERY/SCHOOL/PLACE WORRSHIP,150000,2013-01-18T06:50:05.164277
720 ILCS 570/401(d),BK,44,M,2011-10-07T00:00:00,2011-1007111,NO BOND,11-BJ-3-410,MANUFACTURE/DELIVER OTHER AMOUNT NON-NARCOTIC I/II,None,2013-01-18T06:23:17.449123
720 ILCS 5/19-1(a),BK,22,M,2011-10-07T00:00:00,2011-1007097,None,15-EM,BURGLARY SCHOOL OR PLACE OF WORSHIP,40000,2013-01-02T23:43:47.035730
720 ILCS 5/24-1.2(a),BK,33,M,2011-10-07T00:00:00,2011-1007093,None,10-C-2-14-2,AGG DISCH FIR/EMER MGMT WORKER,175000,None
625 ILCS 5/11-501(a),BK,27,M,2011-10-07T00:00:00,2011-1007079,None,02-D1-C-2-C,DUI/INTOXICATING COMPOUND,70000,None
720 ILCS 570/405,LT,24,M,2011-10-07T00:00:00,2011-1007068,NO BOND,01-B-2-17-2,CALCULATED CRIMINAL DRUG CONSPIRACY,75000,2013-01-18T05:24:37.177511
720 ILCS 570/407,BK,47,M,2011-10-07T00:00:00,2011-1007067,None,15-EM,MANUFACTURE/DELIVER/SELL SUBSTANCE TO UNDER 18 YR.,85000,None
720 ILCS 570/405,LW,29,M,2011-10-07T00:00:00,2011-1007065,None,11-DC-1-108,CALCULATED CRIMINAL DRUG CONSPIRACY,150000,None
720 ILCS 570/401,BK,53,M,2011-10-07T00:00:00,2011-1007058,NO BOND,14-B3-3-28-,MANUFACTURE OR DELIVERY OF CONTROLLED SUBSTANCES,None,None
625 ILCS 5/4-103(a)(1),BK,44,M,2011-10-06T00:00:00,2011-1006253,None,11-BJ-3-310,ANTI-THEFT LAW VIOL:POSSESS/SELL STOLEN VEHICLE,250000,None
625 ILCS 5/6-303(a),LT,27,M,2011-10-06T00:00:00,2011-1006233,NO BOND,T CAMP PR,,None,None
720 ILCS 5/9-1(a)(1),LT,19,M,2011-10-06T00:00:00,2011-1006195,None,01-F-4-8-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,1000000,2012-12-29T02:03:39.239007
720 ILCS 5/18-1(a),BK,25,M,2011-10-06T00:00:00,2011-1006156,None,T CAMP PR,,250000,None
720 ILCS 5/24-1.6(a),LW,44,M,2011-10-06T00:00:00,2011-1006146,None,11-BJ-3-306,AGG UUW W/BODY ARMOR/PRIVATE,100000,None
720 ILCS 570/402(c),BK,17,M,2011-10-06T00:00:00,2011-1006112,NO BOND,05-K-1-11-1,POSS ANY SUB WITH INTENT,25000,None
720 ILCS 570/405,BK,32,M,2011-10-06T00:00:00,2011-1006077,None,11-CJ-3-304,CALCULATED CRIMINAL DRUG CONSPIRACY,115000,2013-01-02T23:44:25.661148
38-1-3,BK,19,M,2011-10-06T00:00:00,2011-1006056,NO BOND,09-1C-1-136,ANTI-THEFT LAW VIOL:POSSESS/SELL STOLEN VEHICLE,None,None
720 ILCS 5/12-3.2(a)(2),LW,25,M,2011-10-06T00:00:00,2011-1006017,NO BOND,05-C-2-8-2,AGG UUW W/BODY ARMOR/PRIVATE,None,2013-01-04T01:41:03.963832
720 ILCS 5/9-1(a)(1),BK,40,M,2011-10-05T00:00:00,2011-1005194,NO BOND,01-D-2-9-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 570/402(c),BK,16,M,2011-10-05T00:00:00,2011-1005138,NO BOND,15-DR,"VIOLATION, MODIFICATION, REVOCATION PROBATION",None,None
720 ILCS 5/19-3,BK,27,M,2011-10-05T00:00:00,2011-1005127,NO BOND,10-B-3-5-2,RESIDENTIAL BURGLARY,None,None
720 ILCS 570 402(c) [5101110],BK,30,M,2012-12-22T13:24:30.247973,2011-1005126,NO BOND,11-AF-3-308,CALCULATED CRIMINAL DRUG CONSPIRACY,None,2012-12-20T23:56:23.411351
720 ILCS 5/12-4(b)(1),BK,21,M,2011-10-05T00:00:00,2011-1005096,NO BOND,11-CC-1-109,AGGRAVATED BATTERY:USE WEAPON,None,2013-01-06T06:42:18.909089
720 ILCS 5/24-1.1(a),BK,38,M,2011-10-05T00:00:00,2011-1005085,None,01-A-4-1-1,FELON POSS/USE WEAPON/FIREARM BODY ARMOR,250000,None
720 ILCS 5/18-4(a)(4),BK,31,M,2011-10-05T00:00:00,2011-1005081,NO BOND,10-B-4-6-2,AGGRAVATED VEHICULAR HIJACKING WITH FIREARM,None,None
720 ILCS 5/12-11(a)(3),LT,36,M,2011-10-05T00:00:00,2011-1005032,None,09-1H-1-126,HOME INVASION ARMED WITH FIREARM,100000,None
720 ILCS 5/9-1(a)(1),BK,25,M,2011-10-03T00:00:00,2011-1003175,NO BOND,15-PI,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/18-2(a)(2),BK,25,M,2011-10-03T00:00:00,2011-1003094,None,01-D-4-5-2,ARMED ROBBERY ARMED WITH FIREARM,325000,None
720 ILCS 5/18-2(a)(2),BK,24,M,2011-10-03T00:00:00,2011-1003092,None,01-D-4-4-1,ARMED ROBBERY ARMED WITH FIREARM,300000,None
720 ILCS 5/17-3(a)(1),BK,43,M,2011-10-02T00:00:00,2011-1002110,NO BOND,C SHIPMENT,FORGERY:MAKE/ALTER DOCUMENT,20000,2013-01-18T06:50:49.059003
38-31-6,BK,17,M,2011-10-01T00:00:00,2011-1001175,NO BOND,T CAMP PR,,None,None
625 ILCS 5/11-501(a)(6),LW,25,M,2011-10-01T00:00:00,2011-1001172,NO BOND,01-A-3-12-2,AGGRAVATED BATTERY:USE WEAPON,None,2013-01-14T06:43:53.868858
720 ILCS 5/24-1(a)(9),BK,22,M,2011-10-01T00:00:00,2011-1001153,NO BOND,15-EM,UNLAWFUL USE OF WEAPONS:CARRY FIREARM WHILE MASKED,50000,None
720 ILCS 5/9-1(a)(2),BK,24,M,2011-10-01T00:00:00,2011-1001143,None,09-1H-1-106,FIRST DEGREE MURDER:PROBABLE DEATH/GREAT HARM,1000000,2013-01-11T07:28:21.760825
720 ILCS 5/12-11(a)(,BK,17,M,2011-10-01T00:00:00,2011-1001123,NO BOND,TRANSIT,,None,None
720 ILCS 5/19-3,WH,22,M,2011-10-01T00:00:00,2011-1001069,NO BOND,T CAMP PR,RESIDENTIAL BURGLARY,100000,None
720 ILCS 5/9-1(a)(1),BK,27,M,2011-10-01T00:00:00,2011-1001067,NO BOND,10-C-3-2-1,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,None,None
720 ILCS 5/12-3(a)(2,BK,22,M,2011-09-30T00:00:00,2011-0930235,NO BOND,15-US,,None,2012-12-28T23:25:27.768979
720 ILCS 5/9-1(a)(1),BK,37,M,2011-09-30T00:00:00,2011-0930232,None,01-A-2-14-2,FIRST DEGREE MURDER:INTENDS DEATH/GREAT HARM,2000000,None
720 ILCS 5/18-1,BK,25,M,2011-09-30T00:00:00,2011-0930129,None,05-E-1-16-2,ROBBERY,100000,None
625 ILCS 5/11-501(a),LT,22,M,2011-09-30T00:00:00,2011-0930125,None,T CAMP PR,,2000,None
720 ILCS 5/12-3(a)(1,BK,54,M,2011-09-30T00:00:00,2011-0930112,None,08-3S-3-312,BATTERY/CAUSE BODILY HARM,300000,2012-12-17T00:40:44.101117
720 ILCS 5 17-2(b)(2.3) [16272,LW,26,M,2011-09-30T00:00:00,2011-0930099,NO BOND,T CAMP PR,,None,None
